Área de Avaliação	Código da IES	Nome da IES*	Categoria Administrativa	Modalidade de Ensino	Sigla da UF** 	Nº  de Concluintes Participantes	Nota Padronizada - FG	Nota Padronizada - CE	Conceito Enade (Contínuo)	Conceito Enade (Faixa)	 Proporção de Concluintes participantes com nota no Enem	 Nota Bruta - IDD	 IDD (Contínuo)	 IDD (Faixa)
ENGENHARIA CIVIL	27	Centro Universitário Vale do Rio Verde	Privada sem fins lucrativos	Educação a Distância	MG	4	4,364035088	0,906753091	1,77107359	2	0			SC
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	27	Centro Universitário Vale do Rio Verde	Privada sem fins lucrativos	Educação Presencial	MG	5	2,454140695	3,075730123	2,920332766	3	0,8	2,026987843	3,143909547	4
ENFERMAGEM	27	Centro Universitário Vale do Rio Verde	Privada sem fins lucrativos	Educação Presencial	MG	20	1,697097765	2,316804994	2,161878187	3	0,55	0,027422926	2,539543602	3
NUTRIÇÃO	27	Centro Universitário Vale do Rio Verde	Privada sem fins lucrativos	Educação Presencial	MG	18	2,256175917	3,059928207	2,858990135	3	0,833333333	0,203672656	2,680981636	3
ODONTOLOGIA	1362	Centro Universitário Governador Ozanam Coelho	Privada com fins lucrativos	Educação Presencial	MG	29	2,564911259	2,933144098	2,841085888	3	0,724137931	1,551250363	2,892952509	3
FISIOTERAPIA	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	29	2,897792018	3,190422565	3,117264928	4	0,931034483	4,688270052	3,817916051	4
BIOMEDICINA	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	10	2,866933482	2,214574221	2,377664037	3	0,9	-1,225004447	2,011790073	3
FARMÁCIA	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	17	3,173060636	3,312442227	3,277596829	4	0,823529412	3,393567338	3,289432203	4
ENGENHARIA DE PRODUÇÃO	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	12	2,327166927	2,883597122	2,744489574	3	0,916666667	0,177929585	2,475577785	3
ENGENHARIA CIVIL	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	18	2,291840713	2,495508507	2,444591559	3	0,888888889	1,343848131	2,569969369	3
ENFERMAGEM	15357	Faculdade Presidente Antônio Carlos de Ubá	Privada sem fins lucrativos	Educação Presencial	MG	24	2,600125466	2,472600553	2,504481782	3	0,625	0,593363283	2,680957101	3
NUTRIÇÃO	1362	Centro Universitário Governador Ozanam Coelho	Privada com fins lucrativos	Educação Presencial	MG	16	2,882352941	3,374802842	3,251690367	4	0,75	0,185902564	2,673270747	3
MEDICINA	1362	Centro Universitário Governador Ozanam Coelho	Privada com fins lucrativos	Educação Presencial	MG	46	3,011193665	3,862723104	3,649840744	4	0,934782609	5,933209739	4,256610538	5
ENFERMAGEM	1362	Centro Universitário Governador Ozanam Coelho	Privada com fins lucrativos	Educação Presencial	MG	14	3,069150366	1,747838953	2,078166806	3	0,642857143	-2,10751607	2,006078918	3
ENGENHARIA ELÉTRICA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação a Distância	MG	40	2,953198653	1,6375	1,966424663	3	0,25	0,854193419	2,998336827	4
ARQUITETURA E URBANISMO	4166	FACULDADE UNIBRASÍLIA DE MINAS GERAIS	Privada sem fins lucrativos	Educação Presencial	MG	9	1,091615748	1,711141951	1,5562604	2	0,444444444	-1,247427352	2,111666126	3
ENGENHARIA CIVIL	4166	FACULDADE UNIBRASÍLIA DE MINAS GERAIS	Privada sem fins lucrativos	Educação Presencial	MG	15	0,67251462	1,127026064	1,013398203	2	0,533333333	-2,519604153	1,532338473	2
ZOOTECNIA	3165	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	40	1,768572874	2,183916991	2,080080962	3	0,975	-4,12252177	0,922258585	1
AGRONOMIA	3165	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	37	3,247601895	3,505729009	3,441197231	4	1	0,00057577	2,480530001	3
ENGENHARIA DE COMPUTAÇÃO I	3165	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	34	3,052017591	2,601141897	2,71386082	3	0,970588235	-1,094046687	1,860809534	2
BIOMEDICINA	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	12	1,735413047	2,719342272	2,473359966	3	0,833333333	2,600344711	2,862171412	3
FISIOTERAPIA	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	3	0	0,162470646	0,121852985	1	0,666666667	-4,796525321	1,169424732	2
ENFERMAGEM	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	29	2,125499389	1,889494708	1,948495878	3	0,655172414	-1,405458774	2,181504434	3
ENGENHARIA MECÂNICA	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	28	1,544345583	1,429542255	1,458243087	2	0,571428571	-1,778030472	1,621082191	2
ENGENHARIA ELÉTRICA	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	15	0,228956229	1,717647059	1,345474351	2	0,533333333	2,081363378	3,599929872	4
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	2935	Centro Universitário de Talentos Humanos	Privada com fins lucrativos	Educação Presencial	MG	12	2,67364203	3,260679299	3,113919982	4	0,75	1,680907423	3,035705938	4
TECNOLOGIA EM AGRONEGÓCIOS	648	FACULDADES ASSOCIADAS DE UBERABA - FAZU	Privada sem fins lucrativos	Educação Presencial	MG	26	3,675463396	3,550855537	3,582007502	4	0,307692308	0,668252641	2,536683203	3
ZOOTECNIA	648	FACULDADES ASSOCIADAS DE UBERABA - FAZU	Privada sem fins lucrativos	Educação Presencial	MG	27	1,858974359	2,824230196	2,582916237	3	0,555555556	5,597597838	4,621805015	5
AGRONOMIA	648	FACULDADES ASSOCIADAS DE UBERABA - FAZU	Privada sem fins lucrativos	Educação Presencial	MG	78	2,406200044	2,387618333	2,39226376	3	0,641025641	-1,871154373	1,916319466	2
ENGENHARIA ELÉTRICA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	36	3,021324355	3,930964052	3,703554128	4	1	1,453263285	3,292017635	4
ENGENHARIA MECÂNICA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	58	3,347817767	3,556539773	3,504359272	4	1	1,057917963	2,724661148	3
ENGENHARIA CIVIL	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	34	3,709273183	4,171033827	4,055593666	5	1	4,575981122	3,438043	4
ENGENHARIA AMBIENTAL	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	25	3,379204697	3,995299904	3,841276102	4	1	3,952739596	4,741268304	5
ENGENHARIA DE ALIMENTOS	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	40	2,598174116	1,791714697	1,993329552	3	1	-2,460632767	0,925102056	1
ENGENHARIA DE PRODUÇÃO	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	84	3,675060175	3,457266187	3,511714684	4	1	-1,752325019	1,416675954	2
BIOMEDICINA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	31	4,583203228	4,575077232	4,577108731	5	1	6,040276809	3,626873912	4
NUTRIÇÃO	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	44	3,976162422	3,431453709	3,567630887	4	0,909090909	-0,784314636	2,252269129	3
FISIOTERAPIA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	58	3,99475459	3,921243873	3,939621552	4	0,948275862	1,185884705	2,839925823	3
ENFERMAGEM	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	49	3,373256391	3,648265009	3,579512855	4	0,979591837	0,480340633	2,652715736	3
MEDICINA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	45	4,054563707	3,833799515	3,888990563	4	1	-0,42800335	2,16638295	3
ENGENHARIA QUÍMICA	597	UNIVERSIDADE FEDERAL DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	68	2,834844349	2,435593423	2,535406154	3	0,985294118	-2,592431507	0,763697348	1
ENGENHARIA DE PRODUÇÃO	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	4	3,622329338	2,875539568	3,062237011	4	0,75	0,631452442	2,724372001	3
ODONTOLOGIA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	92	2,956719086	2,848034516	2,875205658	3	0,934782609	4,031797558	3,553310098	4
ENGENHARIA ELÉTRICA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	16	2,164141414	1,46875	1,642597854	2	0,625	-1,683344057	1,754364967	2
TECNOLOGIA EM GESTÃO HOSPITALAR	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação a Distância	MG	3	3,064516129	1,219806763	1,680984105	2	0			SC
MEDICINA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	137	2,540719637	3,282072065	3,096733958	4	0,95620438	1,339635949	2,747210597	3
ENGENHARIA DE PRODUÇÃO	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação a Distância	MG	18	2,00437149	1,665899281	1,750517333	2	0,055555556			SC
ENFERMAGEM	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	34	2,541737962	3,564379572	3,308719169	4	0,735294118	6,132500459	4,065040706	5
ENGENHARIA QUÍMICA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	15	1,82516922	1,717261722	1,744238596	2	0,733333333	1,059916534	2,884166354	3
FARMÁCIA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	22	2,746504709	3,155445101	3,053210003	4	0,909090909	4,555445443	3,604527582	4
ARQUITETURA E URBANISMO	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	23	2,923930714	3,233725821	3,156277045	4	0,956521739	1,62846799	3,363613739	4
ENGENHARIA CIVIL	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	13	3,280316175	2,59208576	2,764143364	3	0,846153846	4,143670385	3,321934674	4
ENGENHARIA CIVIL	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação a Distância	MG	44	2,653508772	1,742816547	1,970489604	3	0,113636364			SC
ENGENHARIA DE CONTROLE E AUTOMAÇÃO	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	1				SC	1			SC
MEDICINA VETERINÁRIA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	26	3,152524386	3,845566221	3,672305762	4	0,846153846	6,267239539	4,383878443	5
FISIOTERAPIA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	47	2,276731264	2,850902318	2,707359554	3	0,893617021	2,826772456	3,29811989	4
TECNOLOGIA EM GESTÃO AMBIENTAL	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação a Distância	MG	8	3,195185289	3,005128089	3,052642389	4	0,125			SC
MEDICINA VETERINÁRIA	17	UNIVERSIDADE FEDERAL DE UBERLÂNDIA	Pública Federal	Educação Presencial	MG	93	3,651566435	3,514786611	3,548981567	4	0,956989247	1,351984245	2,78109335	3
AGRONOMIA	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	52	2,117727957	1,722689653	1,821449229	2	0,75	-3,574723669	1,402798996	2
BIOMEDICINA	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	19	1,793281603	1,635917427	1,675258471	2	0,684210526	-3,120400543	1,590440439	2
MEDICINA VETERINÁRIA	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	61	2,297567129	2,017472078	2,087495841	3	0,868852459	0,582581495	2,530203582	3
ENFERMAGEM	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	25	2,062105854	1,528552174	1,661940594	2	0,56	-4,411481362	1,430379042	2
FARMÁCIA	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	11	3,082467273	1,994842568	2,266748744	3	0,545454545	2,420434846	3,025523666	4
TECNOLOGIA EM AGRONEGÓCIOS	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	1				SC	1			SC
NUTRIÇÃO	14248	Faculdade Presidente Antônio Carlos de Uberlândia	Privada sem fins lucrativos	Educação Presencial	MG	15	1,586806248	1,942767902	1,853777488	2	0,733333333	-2,851499803	1,355265551	2
ENFERMAGEM	4910	FACULDADE DO TRABALHO	Privada com fins lucrativos	Educação Presencial	MG	61	1,048913482	1,772671083	1,591731683	2	0,245901639	-1,046514919	2,271194991	3
TECNOLOGIA EM RADIOLOGIA	4910	FACULDADE DO TRABALHO	Privada com fins lucrativos	Educação Presencial	MG	0				SC				SC
ARQUITETURA E URBANISMO	3430	Faculdade Uberlandense de Núcleos Integrados de Ensino, Serviço Social e Aprendizagem	Privada sem fins lucrativos	Educação Presencial	MG	14	1,858448183	2,325634417	2,208837859	3	0,357142857	0,185280421	2,735358877	3
AGRONOMIA	3165	INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA  DO TRIÂNGULO MINEIRO	Pública Federal	Educação Presencial	MG	34	2,743873433	2,791282188	2,779429999	3	0,882352941	-3,380144759	1,461452468	2
NUTRIÇÃO	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	7	2,379361914	3,079247176	2,904275861	3	0,428571429	0,350627523	2,744749045	3
ENGENHARIA CIVIL	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	14	2,093626924	1,482838388	1,635535522	2	0,571428571	-1,559619152	1,790167488	2
ENGENHARIA ELÉTRICA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	10	2,008080808	1,860294118	1,89724079	2	0,4	0,558146553	2,853206371	3
ENGENHARIA MECÂNICA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	2	4,027248633	1,508664628	2,138310629	3	0			SC
ENGENHARIA DE PRODUÇÃO	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	0				SC				SC
AGRONOMIA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	18	1,622639982	1,662236505	1,652337374	2	0,666666667	-1,168700777	2,128065652	3
ARQUITETURA E URBANISMO	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	2	2,514154381	2,517446471	2,516623449	3	0,5			SC
BIOMEDICINA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	46	2,357837742	1,489198758	1,706358504	2	0,52173913	-2,578855331	1,71082682	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	7	3,032693042	1,988475088	2,249529576	3	0,857142857	-2,998930022	1,572533595	2
FISIOTERAPIA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	18	2,750093668	2,823166403	2,804898219	3	0,777777778	3,368174709	3,449298604	4
MEDICINA VETERINÁRIA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	16	3,203522858	1,502869097	1,928032537	2	0,6875	-1,788882725	1,756907533	2
ODONTOLOGIA	1598	CENTRO UNIVERSITÁRIO UNA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	20	2,093593652	1,498178332	1,647032162	2	0,7	-4,179806922	1,367262055	2
BIOMEDICINA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	19	1,773621507	2,062092206	1,989974531	3	0,789473684	-2,553056801	1,716561875	2
ENGENHARIA CIVIL	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	27	2,78659612	1,163460756	1,569244597	2	0,481481481	-2,668864562	1,492250697	2
ARQUITETURA E URBANISMO	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	21	0,843577074	1,715107058	1,497224562	2	0,380952381	-1,252090142	2,1096363	3
ENGENHARIA ELÉTRICA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	13	1,340585341	1,378959276	1,369365792	2	0,538461538	-1,827250252	1,683818124	2
ENFERMAGEM	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	23	1,776662681	1,991481382	1,937776707	2	0,826086957	-5,300597946	1,208212367	2
FARMÁCIA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	26	2,484919184	2,173020636	2,250995273	3	0,423076923	-0,998614961	2,098294907	3
FISIOTERAPIA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	35	0,792463737	1,599202665	1,397517933	2	0,771428571	-6,496468374	0,69474033	1
ODONTOLOGIA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	54	2,341958516	1,973034304	2,065265357	3	0,722222222	-1,397924281	2,107839504	3
ENGENHARIA MECÂNICA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	9	2,365965435	1,22626194	1,511187814	2	0,555555556	-1,394267982	1,770419253	2
ENGENHARIA AMBIENTAL	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	0				SC				SC
NUTRIÇÃO	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	21	2,370056497	1,874922302	1,998705851	3	0,476190476	-4,245728419	0,750274728	1
MEDICINA VETERINÁRIA	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	26	1,629472265	2,149541743	2,019524374	3	0,807692308	-2,485543408	1,529737774	2
ENGENHARIA DE PRODUÇÃO	1492	FACULDADE ANHANGUERA DE UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	7	1,98503685	1,872805755	1,900863529	2	0,285714286	0,152810656	2,461798007	3
ARQUITETURA E URBANISMO	1468	FACULDADE ESAMC UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	34	2,547524756	3,016315249	2,899117626	3	0,823529412	3,94773296	4,373246531	5
ENGENHARIA DE PRODUÇÃO	1468	FACULDADE ESAMC UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	12	1,455402119	2,085899281	1,92827499	2	0,916666667	0,241783842	2,510607044	3
ENGENHARIA CIVIL	1468	FACULDADE ESAMC UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	29	1,553884712	1,65333897	1,628475405	2	0,896551724	-2,520809836	1,532014656	2
ENGENHARIA MECÂNICA	1468	FACULDADE ESAMC UBERLÂNDIA	Privada com fins lucrativos	Educação Presencial	MG	33	2,624723297	1,50742903	1,786752597	2	0,787878788	0,119887919	2,359636804	3
ENGENHARIA DE COMPUTAÇÃO I	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	7	0,501538015	2,335875692	1,877291273	2	1	0,88935936	2,655268704	3
ENGENHARIA DE PRODUÇÃO	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	1				SC	1			SC
ENGENHARIA ELÉTRICA	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	4	1,410774411	2,753676471	2,417950956	3	1	0,330313	2,74151599	3
ENGENHARIA CIVIL	143	UNIVERSIDADE DE UBERABA	Privada sem fins lucrativos	Educação Presencial	MG	13	3,849045691	3,543550542	3,619924329	4	0,615384615	5,951894511	3,807580433	4
ARQUITETURA E URBANISMO	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	35	2,163462077	1,714869151	1,827017383	2	0,714285714	-3,897822321	0,957884343	2
MEDICINA VETERINÁRIA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	46	2,02414498	1,130879255	1,354195686	2	0,826086957	-5,588425986	0,517938052	1
FISIOTERAPIA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	53	2,54400984	2,328866142	2,382652067	3	0,79245283	-0,191979939	2,455177138	3
FARMÁCIA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	2	0	0	0	1	1	-4,341435321	1,191739182	2
ODONTOLOGIA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	70	1,89798451	1,564288649	1,647712615	2	0,742857143	-5,799061087	0,936193144	1
ENFERMAGEM	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	31	1,46368558	1,446887578	1,451087079	2	0,580645161	-2,51894656	1,903273341	2
NUTRIÇÃO	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	29	1,516020903	1,630697114	1,602028061	2	0,724137931	-3,526280241	1,062461367	2
TECNOLOGIA EM ESTÉTICA E COSMÉTICA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	14	1,210405801	1,546008616	1,462107912	2	0,571428571	-6,601368343	0,446214962	1
AGRONOMIA	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	49	1,815970221	1,870983099	1,85722988	2	0,632653061	-4,523039213	1,116940684	2
ENGENHARIA CIVIL	142	CENTRO UNIVERSITÁRIO DO TRIÂNGULO	Privada sem fins lucrativos	Educação Presencial	MG	1				SC	0			SC
ODONTOLOGIA	17	UNIVERSIDADE FEDERAL DE UBERLÂNDIA	Pública Federal	Educação Presencial	MG	84	3,760168418	3,547045632	3,600326328	4	1	1,368155368	2,844209969	3
ENGENHARIA MECÂNICA	17	UNIVERSIDADE FEDERAL DE UBERLÂNDIA	Pública Federal	Educação Presencial	MG	78	3,930250634	3,551582634	3,646249634	4	0,935897436	2,096904906	3,128971788	4
